,text,is_misinfo,cleaned_text
802,Did he say the vaccine will be in the country only in 2nd quarter of 2021??? Depopulation is real...This government squandered R500billion in 3months...why is the vaccine taking this long? Ai ramaphosa wa re nnyela straight....,1,Did he say the vaccine will be in the country only in nd quarter of ??? Depopulation is real...This government squandered R500billion in months...why is the vaccine taking this long? Ai ramaphosa wa re nnyela straight....
803,"Got my first dose of the vaccine today! Only side effect so far is my car is leaking oil, but that might be unrelated.",0,"Got my first dose of the vaccine today! Only side effect so far is my car is leaking oil, but that might be unrelated."
804,Vaccine names still working out as great shorts since my first tweet on this subject two weekends ago... https://t.co/2Spzx9QPfm,0,Vaccine names still working out as great shorts since my first tweet on this subject two weekends ago...
805,Received my first COVID vaccine dose today. Drive through set up getting first responders vaccinated in Contra Costa County. Thanks to @ContraCostaFire for hosting and getting us all through Cc @ECCFPD https://t.co/ipP5rHw7IG,0,Received my first COVID vaccine dose today. Drive through set up getting first responders vaccinated in Contra Costa County. Thanks to for hosting and getting us all through Cc
806,Got my first COVID vaccine today! #DontWait #Vaccinate #COVID19 #ThisIsOurShot https://t.co/wJRVsv4Bom,0,Got my first COVID vaccine today!
807,"3150 people out of 112,807 who got the vaccine are so ill they cannot work, perform daily activities, required care from hospital/doctor according to the CDC.

WAKE UP EVERYONE THE VACCINES ARE NOT WHAT THE MAJOR MEDIA IS TELLING YOU. They are bioweapons https://t.co/b0dIebcoYq",1,"people out of who got the vaccine are so ill they cannot work, perform daily activities, required care from hospital/doctor according to the CDC.WAKE UP EVERYONE THE VACCINES ARE NOT WHAT THE MAJOR MEDIA IS TELLING YOU. They are bioweapons"
808,Just scheduled my first dose of the vaccine for this Wednesday can I get a hell yeah,0,Just scheduled my first dose of the vaccine for this Wednesday can I get a hell yeah
809,"Got my first dose #COVIDー19 Vaccine,thank you @SaudiMOH for the wonderful,Organized journey it’s took only 30 minutes In to Out. https://t.co/HnmVbcdH7c",0,"Got my first dose Vaccine,thank you for the wonderful,Organized journey its took only minutes In to Out."
810,I received my first dose of the Moderna  vaccine and I have never been so excited to get a needle stuck in my arm. FU COVID your days are numbered!,0,I received my first dose of the Moderna vaccine and I have never been so excited to get a needle stuck in my arm. FU COVID your days are numbered!
811,im scheduled to receive my first dose of the COVID vaccine tomorrow 💉,0,im scheduled to receive my first dose of the COVID vaccine tomorrow
812,Scheduled for my first round of the vaccine for next Monday ❤️,0,Scheduled for my first round of the vaccine for next Monday
813,getting my covid-19 vaccine today!! 😁,0,getting my covid-19 vaccine today!!
814,"Today I got my first dose of the COVID vaccine. I will admit it was a difficult decision given that pregnant women were not in the clinical trials, but ultimately was an easy decision because vaccines are safe! Happy to play my part in this amazing feat of science and medicine!",0,"Today I got my first dose of the COVID vaccine. I will admit it was a difficult decision given that pregnant women were not in the clinical trials, but ultimately was an easy decision because vaccines are safe! Happy to play my part in this amazing feat of science and medicine!"
815,Got my first dose of the covid vaccine! Very grateful that I'll have a little extra protection on the front lines now,0,Got my first dose of the covid vaccine! Very grateful that I'll have a little extra protection on the front lines now
816,Got my first dose of the Moderna Covid vaccine!!! https://t.co/uJsAd7Y6Jp,0,Got my first dose of the Moderna Covid vaccine!!!
817,Omg I’m getting my first round of the covid vaccine tomorrow holy shit,0,Omg Im getting my first round of the covid vaccine tomorrow holy shit
818,"I’m getting my first round of the COVID-19 vaccine today. Am I scared about long term effects that we may not see for years and years? Sure. But I’m also scared of dying, alone, with only a nurse by my side as I literally suffocate to death.",0,"Im getting my first round of the COVID-19 vaccine today. Am I scared about long term effects that we may not see for years and years? Sure. But Im also scared of dying, alone, with only a nurse by my side as I literally suffocate to death."
819,Getting my first covid vaccine dose on the 12th! 🔬🧬,0,Getting my first covid vaccine dose on the th!
820,"Got my first Moderna vax today. Very Happy. I used to work in biotech. If the formulation guys came back with the stability data that Pfizer obviously obtained, I would have laughed and said ""yeh. No. Go back to the drawing board on that formulation"".",0,"Got my first Moderna vax today. Very Happy. I used to work in biotech. If the formulation guys came back with the stability data that Pfizer obviously obtained, I would have laughed and said ""yeh. No. Go back to the drawing board on that formulation""."
821,Getting my first covid vaccine today and it’s Christmas morning feelings all over again,0,Getting my first covid vaccine today and its Christmas morning feelings all over again
822,My dad gets his vaccine today. 🙏🏽🖤 2021 looking hopeful.,0,My dad gets his vaccine today. looking hopeful.
823,"That’s my first vaccine done. Back in Jan for dose 2. 
Amazing organisation from @gloshospitals &amp; @GlosHealthNHS to make this work smoothly. https://t.co/5y8juqK1yO",0,Thats my first vaccine done. Back in Jan for dose . Amazing organisation from &amp; to make this work smoothly.
824,Very excited to be getting my first Covid Vaccine today. I feel very fortunate/privileged to be working in a 1a rollout position.,0,Very excited to be getting my first Covid Vaccine today. I feel very fortunate/privileged to be working in a a rollout position.
825,"I'm excited to document my first dose of the @pfizer COVID-19 vaccine today. A practical way to love my neighbor. Thanks, @PineRestGR #stopCOVID 
Looking for helpful information about all things COVID-19? I've appreciated https://t.co/ADDgbTFF0F https://t.co/ghPpXUBfbF",0,"I'm excited to document my first dose of the COVID-19 vaccine today. A practical way to love my neighbor. Thanks, Looking for helpful information about all things COVID-19? I've appreciated"
826,Just got my first dose of the Covid-19 vaccine let’s see how it goes haha 😅,0,Just got my first dose of the Covid-19 vaccine lets see how it goes haha
827,Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,0,Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen
828,I got my first shot for the vaccine yesterday. Only a sore arm and difficulty sleeping last night.,0,I got my first shot for the vaccine yesterday. Only a sore arm and difficulty sleeping last night.
829,"I have been condemned as 'irresponsible' &amp; 'reckless' by 
@ShaunBaileyUK and others for saying I will not take an experimental mRNA Covid vaccine. What is reckless is to roll it out when high rates of severe adverse health effects have been observed. https://t.co/dOq79UhLqs",1,I have been condemned as 'irresponsible' &amp; 'reckless' by and others for saying I will not take an experimental mRNA Covid vaccine. What is reckless is to roll it out when high rates of severe adverse health effects have been observed.
830,"Can we stop calling the covid-19 injection a 'vaccine'? 

We should call it what it actually is: an experimental genetic manipulation treatment.",1,Can we stop calling the covid-19 injection a 'vaccine'? We should call it what it actually is: an experimental genetic manipulation treatment.
831,"Grateful to receive my first dose of COVID-19 vaccine!
😉💪🏻🏥💉 @ Connally Memorial Medical Center https://t.co/2nCInow68U",0,Grateful to receive my first dose of COVID-19 vaccine! Connally Memorial Medical Center
832,I received my first dose of the Moderna vaccine today! Very grateful of my internship site for allowing interns to be a part of this!!,0,I received my first dose of the Moderna vaccine today! Very grateful of my internship site for allowing interns to be a part of this!!
833,Just got my first Covid-19 vaccine shot at the hospital...hospital volunteer. Second will be 1-25-21 👍,0,Just got my first Covid-19 vaccine shot at the hospital...hospital volunteer. Second will be -25-21
834,So grateful to receive my first Pfizer COVID19 vaccine today.  Thanks to science. Thanks to my colleagues. Please get your shot when it is offered! https://t.co/gVasY0DVQh,0,So grateful to receive my first Pfizer COVID19 vaccine today. Thanks to science. Thanks to my colleagues. Please get your shot when it is offered!
835,"Vaccine? Yes..or No?

Everyone 'NEEDS' to know:
1)  Very-Few Dying of Covid!  99.9% Recovery Rate.
2) 'Cases' are NOT Sickness! 
3)  PCR Test has been Discredited. Doesn't work!
4)  Falsely claiming Flu is Covid.
5) This mNRA Vaccine is EXPERIMENTAL!
 
...DON'T TAKE THIS SHOT. https://t.co/HWhHHLD3Ss",1,Vaccine? Yes..or No?Everyone 'NEEDS' to know:1) Very-Few Dying of Covid! % Recovery Rate.2) 'Cases' are NOT Sickness! ) PCR Test has been Discredited. Doesn't work!4) Falsely claiming Flu is Covid.5) This mNRA Vaccine is EXPERIMENTAL! ...DON'T TAKE THIS SHOT.
836,I just had the good fortune to receive my first dose of the Moderna vaccine due to my work. Thank you @CommunityMedMT and staff!,0,I just had the good fortune to receive my first dose of the Moderna vaccine due to my work. Thank you and staff!
837,I am VERY pleased to say I just received my first dose of the Moderna vaccine. Fuck Covid.,0,I am VERY pleased to say I just received my first dose of the Moderna vaccine. Fuck Covid.
838,"For all the lost lives, the patients &amp; the people that can’t get it themselves. So excited and grateful to be able to get my first dose of the Moderna vaccine against COVID. Hopeful for the future and so proud of medicine &amp; science for fighting this virus. Stay safe 🙏🏻 https://t.co/aEdbWeKlxt",0,"For all the lost lives, the patients &amp; the people that cant get it themselves. So excited and grateful to be able to get my first dose of the Moderna vaccine against COVID. Hopeful for the future and so proud of medicine &amp; science for fighting this virus. Stay safe"
839,"I got my first dose of COVID vaccine today. Pfizer and the entire drug development pipeline should be a public utility, like water and street lights. The fruits of (good) drug development should move freely across borders, as its capital does.",0,"I got my first dose of COVID vaccine today. Pfizer and the entire drug development pipeline should be a public utility, like water and street lights. The fruits of (good) drug development should move freely across borders, as its capital does."
840,Just got my first Covid Vaccine shot!! Easy fuckin peasy. Got the Moderna version so no free boners.,0,Just got my first Covid Vaccine shot!! Easy fuckin peasy. Got the Moderna version so no free boners.
841,"Last Monday of 2020, fitting to see it out by receiving my first dose of the Moderna vaccine! No cheesy pic from me, just this 💜 Quite a few of us were crying grateful tears #thisisourshot #COVID19Vaccine #healthcare #WearAMask https://t.co/AIH37ocpP9",0,"Last Monday of , fitting to see it out by receiving my first dose of the Moderna vaccine! No cheesy pic from me, just this Quite a few of us were crying grateful tears"
842,Just received my first shot of #Pfizer Vaccine ✅. Ending 2020 full of hopes!,0,Just received my first shot of Vaccine . Ending full of hopes!
843,Got my first dose of the COVID vaccine today ☺️,0,Got my first dose of the COVID vaccine today
844,"35,000 Soldiers Died from the Experimental Anthrax Vaccine – More Than Those Who Died in Combat in Afghanistan and Iraq Combined - Prepare For Change https://t.co/TyIIy6QvWb",1,Soldiers Died from the Experimental Anthrax Vaccine More Than Those Who Died in Combat in Afghanistan and Iraq Combined - Prepare For Change
845,"Imagine a pharmaceutical company asking you to take an experimental drug which affects how your DNA works, was never tested on animals, and for which they aren't legally responsible if anything bad happens to you. Would you take it? Still want to take a Covid-19 vaccine?",1,"Imagine a pharmaceutical company asking you to take an experimental drug which affects how your DNA works, was never tested on animals, and for which they aren't legally responsible if anything bad happens to you. Would you take it? Still want to take a Covid-19 vaccine?"
846,"So apparently getting a vaccine at my hospital requires a combination of luck, timing, begging and probably my first born.",0,"So apparently getting a vaccine at my hospital requires a combination of luck, timing, begging and probably my first born."
847,"The conversation has shifted from ""15-Days-To-Flatten-The-Curve"" to ""Should Employers Mandate a Rushed, Unproven Vaccine to Earn a Living?""

The goalposts keep shifting, &amp; shifting, &amp; shifting.

https://t.co/vPQFRn54H5",1,"The conversation has shifted from ""15-Days-To-Flatten-The-Curve"" to ""Should Employers Mandate a Rushed, Unproven Vaccine to Earn a Living?""The goalposts keep shifting, &amp; shifting, &amp; shifting."
848,"just received my first dose of the vaccine about 20 minutes ago, feeling good so far! Felt like every other shot I have ever gotten.",0,"just received my first dose of the vaccine about minutes ago, feeling good so far! Felt like every other shot I have ever gotten."
849,I just received my first dose of the COVID vaccine 💉🦠,0,I just received my first dose of the COVID vaccine
850,We need that vaccine asap.,0,We need that vaccine asap.
851,"Got my first Covid vaccine today!
#COVID19 #CovidVaccine https://t.co/f0aJRlGsoZ",0,Got my first Covid vaccine today!
852,Got my first dose of the vaccine this morning!,0,Got my first dose of the vaccine this morning!
853,"December: Really excited for this Canadian division. Going to be fun!

May: I just got my covid vaccine and my first act is to drive to Montreal and fight Corey Perry",0,December: Really excited for this Canadian division. Going to be fun!May: I just got my covid vaccine and my first act is to drive to Montreal and fight Corey Perry
854,"Got my first Moderna vaccination, waiting the obligatory 15 minutes to make sure I don't have a reaction. Then off to vote in the special election for @ossoff and @ReverendWarnock! Ending my 2020 in a very 2020 way. #2020InReview #GeorgiaVoters #GeorgiaVote",0,"Got my first Moderna vaccination, waiting the obligatory minutes to make sure I don't have a reaction. Then off to vote in the special election for and ! Ending my in a very way."
855,Got my first dose of the #COVID19 #vaccine and I am so happy! 💪🏻😌,0,Got my first dose of the and I am so happy!
856,Happy rainy Monday and today I get my first dose of the vaccine I hope when they give it to everyone that people will get vaccinated so we can get back to the norm but always have a smile snd sunshine day!! https://t.co/jHmLxSi8Hv,0,Happy rainy Monday and today I get my first dose of the vaccine I hope when they give it to everyone that people will get vaccinated so we can get back to the norm but always have a smile snd sunshine day!!
857,Got the first of my Shingles vaccine today. OUCH!!,0,Got the first of my Shingles vaccine today. OUCH!!
858,Got my first dose of the vaccine! @Heartless_Lyn I got the Pfizer one just like I thought I would. https://t.co/ASPmGosrvT,0,Got my first dose of the vaccine! I got the Pfizer one just like I thought I would.
859,I’m so fucking relieved to finally have my first Covid vaccine.,0,Im so fucking relieved to finally have my first Covid vaccine.
860,".@GovTimWalz Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines",1,". Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies."
861,"Gulf War Syndrome: Documents Prove UK and US Military Personnel were Injected with Untested Vaccines https://t.co/SurtQ6SbMb @DefenceHQ @BorisJohnson @JohnnyMercerUK @PoppyLegion @BritishArmy #veteransuicide #mentalhealth #vaccine #vaccines 🇬🇧🇬🇧🇬🇧💊💉💊💉👇 
KILLING OUR OWN !! 🇬🇧",1,Gulf War Syndrome: Documents Prove UK and US Military Personnel were Injected with Untested Vaccines KILLING OUR OWN !!
862,I just received my first dose of the COVID vaccine!!! I’m so excited and thankful!!!,0,I just received my first dose of the COVID vaccine!!! Im so excited and thankful!!!
863,Just got my first vaccine shot!,0,Just got my first vaccine shot!
864,I just received my first dose of vaccine against #COVIDー19 . The 2nd dose will be given on 18/1/21.,0,I just received my first dose of vaccine against . The nd dose will be given on /1/21.
865,"Just got my first series shot of the COVID vaccine.  So far, I feel perfectly normal. Maybe I’ll turn into Wonder Woman 🤗 https://t.co/Ynv4fXzDhF",0,"Just got my first series shot of the COVID vaccine. So far, I feel perfectly normal. Maybe Ill turn into Wonder Woman"
866,Just got my first dose of the COVID vaccine! I’ll keep y’all updated on how I feel,0,Just got my first dose of the COVID vaccine! Ill keep yall updated on how I feel
867,my dads getting the covid vaccine today 😁,0,my dads getting the covid vaccine today
868,getting my first round of the covid vaccine today ladies wish me luck https://t.co/BeFaRuygOI,0,getting my first round of the covid vaccine today ladies wish me luck
869,"I got my first dose of the Moderna vaccine today. I'm a bit emotional. Hang on, guys. We're gonna make it.

Not pictured (well, a little): @theAdamPage shirt. Cowboy shit indeed. https://t.co/akcIkq5S8a",0,"I got my first dose of the Moderna vaccine today. I'm a bit emotional. Hang on, guys. We're gonna make it.Not pictured (well, a little): shirt. Cowboy shit indeed."
870,"So thankful to get my first vaccine, and thankful to wait my fifteen minutes with a crna! @ Gulf Coast Regional Medical Center https://t.co/VV7krgwpjf",0,"So thankful to get my first vaccine, and thankful to wait my fifteen minutes with a crna! Gulf Coast Regional Medical Center"
871,"Just got my first Covid vaccine. Have to go back in 19-21 days for the second shot. I understand the apprehension some feel about the vaccine but I made the decision I felt was best for me and my family. Besides, someone has to go first! Lol. ❤🙏 #COVIDー19 #COVIDvaccinated",0,"Just got my first Covid vaccine. Have to go back in -21 days for the second shot. I understand the apprehension some feel about the vaccine but I made the decision I felt was best for me and my family. Besides, someone has to go first! Lol."
872,"Well, I'd say my first facebook vaccine debate didn't end too bad 😊 

#VaccinesWork #VaccinesSaveLives https://t.co/gHsOFGyOSZ",0,"Well, I'd say my first facebook vaccine debate didn't end too bad"
873,sinopharm still in phase 1 trial but Philippines used it without BFAD approval. PH Govt injected its soldiers with still untested vaccine from China. https://t.co/HrwX42EF26,1,sinopharm still in phase trial but Philippines used it without BFAD approval. PH Govt injected its soldiers with still untested vaccine from China.
874,Got my first dose of the COVID-19 vaccine this morning.  Happy to do my part to make this world a little safer.,0,Got my first dose of the COVID-19 vaccine this morning. Happy to do my part to make this world a little safer.
875,"Feeling good! Got my first dose of the Moderna Covid-19 vaccine this morning. It was an easy decision to make and I signed up as soon as it was available. I’m happy to have the opportunity to protect myself, my patients, and my friends &amp; family. https://t.co/8c6H6jcdID",0,"Feeling good! Got my first dose of the Moderna Covid-19 vaccine this morning. It was an easy decision to make and I signed up as soon as it was available. Im happy to have the opportunity to protect myself, my patients, and my friends &amp; family."
876,Today I get my first dose of vaccine!!,0,Today I get my first dose of vaccine!!
877,I get my first dose of the vaccine today. Can’t fucking wait. Inject that shit into my veins,0,I get my first dose of the vaccine today. Cant fucking wait. Inject that shit into my veins
878,"America's Eugenics Depopulation Program -Cover covid-19 vaccine, puppets Gates ,Fauci Puppet Masters - The Deep State, targets, elderly(wisdom) health care workers(helpers) MAIN Target African Americans and people of color",1,"America's Eugenics Depopulation Program -Cover covid-19 vaccine, puppets Gates ,Fauci Puppet Masters - The Deep State, targets, elderly(wisdom) health care workers(helpers) MAIN Target African Americans and people of color"
879,"This morning I was fortunate to receive my first dose of the #COVID19 vaccine 💉

Despite this it’s still important to help protect myself, family, friends, colleagues and patients by:

Social distancing🧍➖🧍‍♀️
Wearing a face mask 😷 
Washing hands 🧼
Following current guidance ⚠️ https://t.co/8xgiVqempv",0,"This morning I was fortunate to receive my first dose of the vaccine Despite this its still important to help protect myself, family, friends, colleagues and patients bycial distancingWearing a face mask Washing hands Following current guidance"
880,I just got my first dose of the covid-19 vaccine.,0,I just got my first dose of the covid-19 vaccine.
881,"#NoToVIPVaccination 
Before when the vaccines are not yet available, there’s little interest in getting vaccinated because of the unknown side-effects due to it being a “rushed vaccine”. People don’t like to be guinea pigs. Now, there’s this complaining. Gulo nyo!",1,"Before when the vaccines are not yet available, theres little interest in getting vaccinated because of the unknown side-effects due to it being a rushed vaccine. People dont like to be guinea pigs. Now, theres this complaining. Gulo nyo!"
882,Received my first dose of the covid-19 vaccine just now! 🎉,0,Received my first dose of the covid-19 vaccine just now!
883,"Today I received my first dose of the COVID-19 vaccine.

I beg everyone who can be vaccinated to please do the same! I've seen too many lives lost. We can reduce this needless suffering and grief. This is our chance to fight back!",0,Today I received my first dose of the COVID-19 vaccine.I beg everyone who can be vaccinated to please do the same! I've seen too many lives lost. We can reduce this needless suffering and grief. This is our chance to fight back!
884,"Reason behind corona vaccine is to depopulation 

#vaccination #depopulation #Modi @PMOIndia @nshuklain @Pontifex",1,Reason behind corona vaccine is to depopulation
885,India and Africa have had sooooo many children harmed and sterilized by Gates they have petitions against him by India for crimes against humanity. Hydroxychloroquine works too. The $$$ vaccine is for more sterilization since the New World Order agenda includes depopulation... https://t.co/ndB0MWjvIM,1,India and Africa have had sooooo many children harmed and sterilized by Gates they have petitions against him by India for crimes against humanity. Hydroxychloroquine works too. The $$$ vaccine is for more sterilization since the New World Order agenda includes depopulation...
886,"Had my first Covid vaccine. S
Let’s hope this is the start of better days. 
Acche Din. 
 #thankyou  #covıd19 https://t.co/kiEXQy7Nbd",0,Had my first Covid vaccine. SLets hope this is the start of better days. Acche Din.
887,I get my first dose of the covid vaccine on Thursday!!!!!,0,I get my first dose of the covid vaccine on Thursday!!!!!
888,"Getting my first dose of the Pfizer vaccine in a couple hours, I was part of the placebo group during the study. I'll report any weird effects, sore arm at injection site doesn't count, does it?",0,"Getting my first dose of the Pfizer vaccine in a couple hours, I was part of the placebo group during the study. I'll report any weird effects, sore arm at injection site doesn't count, does it?"
889,"How can anyone think that forcing a untested vaccine on the old and sick is normal, it's as normal as watching the trains depart to the concentration camps https://t.co/5WZ4gBaR2R",1,"How can anyone think that forcing a untested vaccine on the old and sick is normal, it's as normal as watching the trains depart to the concentration camps"
890,"35,000 Soldiers Died from the Experimental Anthrax Vaccine – More Than Those Who Died in Combat in Afghanistan and Iraq Combined https://t.co/2qvDkbzXe7 via @Prepare_Change",1,Soldiers Died from the Experimental Anthrax Vaccine More Than Those Who Died in Combat in Afghanistan and Iraq Combined via
891,"Billionaire Bill Gates, a leading proponent and financier for vaccines, is an open advocate and strong supporter of depopulation
https://t.co/fIOoRh4EzK https://t.co/flGf5H8Zr6",1,"Billionaire Bill Gates, a leading proponent and financier for vaccines, is an open advocate and strong supporter of depopulation"
892,"A rushed vaccine that hasn't been extensively tested shouldn't be a requirement from an employer, and the unwillingness to take it shouldn't cost anyone their job. Let's hope that it won't happen. 
#CovidVaccine 
https://t.co/DkSWGrLFqj https://t.co/gZEhaqOl2n",1,"A rushed vaccine that hasn't been extensively tested shouldn't be a requirement from an employer, and the unwillingness to take it shouldn't cost anyone their job. Let's hope that it won't happen."
893,I just gave the Covid-19 vaccine #Pfizer to my first patient! 💉🦠,0,I just gave the Covid-19 vaccine to my first patient!
894,"I've had my first Pfizer vaccine injection, and I'd like to list the uncomfortable and scary side effects that I'm suffering from right now that might make people think again about getting vaccinated
1/2",0,"I've had my first Pfizer vaccine injection, and I'd like to list the uncomfortable and scary side effects that I'm suffering from right now that might make people think again about getting vaccinated1/2"
895,Short read; long thoughts.  Well worth your time to read and reflect. My first dose of a Covid-19 vaccine got me thinking about time https://t.co/x5Q2fw2RTF via @statnews @AdamLalley,0,Short read; long thoughts. Well worth your time to read and reflect. My first dose of a Covid-19 vaccine got me thinking about time via
896,"FYI
Frm now deleted YouTube account created right after event, likely by big pharma 2 counter narrative Tiffany dover died frm their dangerous experimental vaccine
note foreign language title
https://t.co/3y9OVKs3ya
#jbGunnerTV #coronavirus #COVID #COVID19 #VaxAware #TiffanyDover https://t.co/zJIXO5tLhb",1,"FYIFrm now deleted YouTube account created right after event, likely by big pharma counter narrative Tiffany dover died frm their dangerous experimental vaccinenote foreign language title"
897,"Then this begs a huge question.this is the very same #mrpandemic2 and seen here with all former and present preidents of the country. 
You see the fact that @Codesa we were never shown the minutes and agenda;we end up threatened to take an untested vaccine. https://t.co/gz7Q0q2F1W",1,Then this begs a huge question.this is the very same and seen here with all former and present preidents of the country. You see the fact that we were never shown the minutes and agenda;we end up threatened to take an untested vaccine.
898,T-minus 6 hours until I get my first dose of the vaccine. I’m very much looking forward to it.,0,T-minus hours until I get my first dose of the vaccine. Im very much looking forward to it.
899,This time tomorrow I’ll have had my first covid vaccine! Belated Christmas gift from the covid clinic! 😁,0,This time tomorrow Ill have had my first covid vaccine! Belated Christmas gift from the covid clinic!
900,Just had my first Vaccine Jab. I’m fine... https://t.co/a84uJ0TjMP,0,Just had my first Vaccine Jab. Im fine...
901,Just had my first dose of Covid vaccine.  Feeling privileged and optimistic for 2021. https://t.co/KmfKZNKG7B,0,Just had my first dose of Covid vaccine. Feeling privileged and optimistic for .
902,I get my first round of the covid vaccine at noon tomorrow 😁,0,I get my first round of the covid vaccine at noon tomorrow
903,I got my first dose of the vaccine on Thursday. I have had mild side effects  and I’m STILL VERY nervous to get the second dose 🤷🏻‍♀️ Unfair to pressure people into something so new,0,I got my first dose of the vaccine on Thursday. I have had mild side effects and Im STILL VERY nervous to get the second dose Unfair to pressure people into something so new
904,Ghana President Finally Reject &amp; Exposes Bill Gate Deadly Vaccine For Africa https://t.co/ohEOuuDPOv,1,Ghana President Finally Reject &amp; Exposes Bill Gate Deadly Vaccine For Africa
905,Getting my first dose of the Pfizer vaccine tomorrow. Should only be the usual like a sore arm and maybe a headache.,0,Getting my first dose of the Pfizer vaccine tomorrow. Should only be the usual like a sore arm and maybe a headache.
906,"Your regular reminder that instead of demanding immediate  action on obesity,vitamin d levels,metabolic disease &amp; diabetes,most doctors sat on their hands for 10 months claiming that masks/staying home were the best we could do 2protect people until a rushed vaccine was available",1,"Your regular reminder that instead of demanding immediate action on obesity,vitamin d levels,metabolic disease &amp; diabetes,most doctors sat on their hands for months claiming that masks/staying home were the best we could do protect people until a rushed vaccine was available"
907,Got my first dose of #COVIDー19 #vaccine today. Only minor arm pain from the injection just like any vaccine you’d get. #INthisTogether 🦠😷 https://t.co/2uTHUhwg7K,0,Got my first dose of today. Only minor arm pain from the injection just like any vaccine youd get.
908,"Merry Christmas to me - I was able to get my first Covid vaccine today 😍
Forewarning- my arm feels like it does after the TdaP 🩹 
However, way better than a potential ventilator, and easily ignored with an extra mule, I hope 🤣

#ModernaTime https://t.co/KSfyvpTRMs",0,"Merry Christmas to me - I was able to get my first Covid vaccine today Forewarning- my arm feels like it does after the TdaP However, way better than a potential ventilator, and easily ignored with an extra mule, I hope"
909,"Journalists and commentators: Let's clean up our language. This is NOT a vaccine. It's gene therapy - and experimental gene therapy at that - which, by definition, has not had time for adequate safety trials.",1,"Journalists and commentators: Let's clean up our language. This is NOT a vaccine. It's gene therapy - and experimental gene therapy at that - which, by definition, has not had time for adequate safety trials."
910,"WHO estimates 7 million unplanned pregnancies globally resulting from pandemic lockdowns. This clearly goes against their depopulation mandate. Luckily, there’s a vaccine for that. 😉 https://t.co/8YFBft0rzj",1,"WHO estimates million unplanned pregnancies globally resulting from pandemic lockdowns. This clearly goes against their depopulation mandate. Luckily, theres a vaccine for that."
911,"Getting people to BEG for a #vaccine that is untested, pushed by an unelected #geek who sells computers for a living. #BillGates - who is #onrecord saying #Vaccines are for #depopulation. #WakeUpAmerica - Ask India &amp; Africa!",1,"Getting people to BEG for a that is untested, pushed by an unelected who sells computers for a living. - who is saying are for . - Ask India &amp; Africa!"
912,I was just given the opportunity to be able to sign up for my first dose of the Moderna COVID vaccine and I am so relieved and excited and anxious all at once,0,I was just given the opportunity to be able to sign up for my first dose of the Moderna COVID vaccine and I am so relieved and excited and anxious all at once
913,getting my first dose of the vaccine tomorrow!,0,getting my first dose of the vaccine tomorrow!
914,Update: it’s been 4 days since I received my first dose of the Pfizer #CovidVaccine . All is good. No side effects. 👍🏾,0,Update: its been days since I received my first dose of the Pfizer . All is good. No side effects.
915,"Getting notified I've been in close contact with a covid positive person, less than 24 hours before I get my first dose of vaccine, 9 months after first working my covid ward. Huh.",0,"Getting notified I've been in close contact with a covid positive person, less than hours before I get my first dose of vaccine, months after first working my covid ward. Huh."
916,I got my first shot of the Moderna covid vaccine today.,0,I got my first shot of the Moderna covid vaccine today.
917,"Vaccine Syndrome: How the Experimental Anthrax Vaccine Killed 35,000 Military Men and Women https://t.co/7ory2iO9b5 via @BitChute",1,Vaccine Syndrome: How the Experimental Anthrax Vaccine Killed Military Men and Women via
918,"In the process of convincing my girlfriend not to get this rushed vaccine.

It’s tough to find any info and data with all this suppression happening.

Where does a guy start?!",1,In the process of convincing my girlfriend not to get this rushed vaccine.Its tough to find any info and data with all this suppression happening.Where does a guy start?!
919,No testing has been conducted on the experimental cv vaccine’s safety for children or on women of childbearing age. Survival rate for children who contract the virus is 99.997%  https://t.co/wlfsH1zqVt,1,No testing has been conducted on the experimental cv vaccines safety for children or on women of childbearing age. Survival rate for children who contract the virus is %
920,Why does this look weak to me?  Why has Trump been ass kicked all year on Covid...and he fast tracked a dangerous vaccine?  At what point does he win?,1,Why does this look weak to me? Why has Trump been ass kicked all year on Covid...and he fast tracked a dangerous vaccine? At what point does he win?
921,"10K THB for an unlicensed, largely untested vaccine with an efficacy rate statistically below your own immune system? Are people unable to do basic maths? Have they gone completely mad to agree to this obvious price gouging? https://t.co/lBuQYmcArJ",1,"K THB for an unlicensed, largely untested vaccine with an efficacy rate statistically below your own immune system? Are people unable to do basic maths? Have they gone completely mad to agree to this obvious price gouging?"
922,Finally getting my first vaccine on 12/31.,0,Finally getting my first vaccine on /31.
923,https://t.co/kV7u5lqEtL Here's the VACCINE and what it could do to you. This is an unnecessary and potentially dangerous vaccine as IT SHOULD HAVE BEEN tested for years before being APPROVED to be given to human beings @JustinTrudeau @Poli_Blu_Muslim @fordnation @ussuricat1,1,Here's the VACCINE and what it could do to you. This is an unnecessary and potentially dangerous vaccine as IT SHOULD HAVE BEEN tested for years before being APPROVED to be given to human beings
